gateid,treatment,date_random_assignment,site,w1_completed,w2_completed,w3_completed,age,gender,race_white_hispanic,race_white_not_hispanic,race_black_hispanic,race_black_not_hispanic,race_american_indian_alaskan,race_hawaiian_pacific_islander,race_asian,race_other,language,grade,household_size,has_children_in_hh,number_of_children_in_hh,marital_status,household_income,born_us,citizen,disability,ever_self_employed,years_self_employed,cb_industry,cb_start_mth,cb_start_year,cb_end_mth,cb_end_year,self_employed_at_application,weeks_self_employed,cb_weekly_hours_worked,cb_was_financial_success,cb_maximum_employees,relatives_friends_ever_se,worked_for_relatives_friends_se,working_in_wage_and_salary_job,now_self_employed,now_looking_for_work,now_in_school_or_training,now_caring_for_family_member,now_retired,now_doing_other,now_disabled,ever_worked,month_last_job_ended,year_last_job_ended,reason_last_job_ended,hourly_pay_rate,hours_worked_per_week,weeks_worked_someone_else,managerial_experience,years_managerial_experience,now_tanf,now_ssi,now_ssdi,now_ga,now_food_stamps,now_social_security,now_health,now_veteran,now_other,currently_receiving_ui_benefits,weeks_received_ui_benefits,family_support,sa_enjoys_working_independently,sa_always_finishes_projects,sa_works_long_hours,sa_has_innovative_ideas,sa_often_takes_initiative,sa_finds_a_way,sa_is_risk_averse,sa_handles_challenges,sa_communicates_well,sa_takes_advice,sa_good_motivator,sa_has_clear_goals,sa_often_misses_deadlines,sa_is_organized,sa_is_indecisive,sa_works_well_under_pressure,sa_has_sense_of_humor,sa_will_not_risk_savings,sa_will_lower_standard_of_living,sa_gets_sick_often,sa_finds_many_solutions,is_responsible_for_child_care,has_child_care_plans,has_car,has_telephone,has_computer,has_bank_account,has_credit_history,has_credit_history_problem,has_salaried_family_support,amount_salaried_family_support,has_health_insurance,health_insurance_source,is_operating_business,months_in_business,ever_operated_similar_business,builds_on_work_skills,builds_on_hobby_skills,is_home_based_business,has_location_in_mind,has_formal_business_plan,why_to_obtain_more_income,why_to_be_own_boss,why_to_pursue_interests,why_to_use_specific_talent,why_for_schedule_flexibility,why_to_work_at_home,why_to_realize_dream,why_to_avoid_unemployment,why_other,why_to_help_others,why_to_create_jobs,why_to_save_for_retirement,why_because_of_disability,why_for_fun_or_job_satisfaction,why_for_personal_fulfillment,why_for_security,why_to_meet_market_needs
MN1442,0,2004-01-07,3,1,1,0,40,1,0,0,0,1,0,0,0,0,1,18,3,0,-1,5,4,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,10,2003,7,12.69,50,26,1,12,0,0,0,0,0,0,0,0,1,0,-4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,5,1,2,5,1,5,2,0,1,1,1,1,1,1,1,0,-1,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
MN1443,0,2004-01-07,3,1,1,1,55,0,0,1,0,0,0,0,0,0,1,18,1,0,-1,3,4,1,1,0,1,3,81,-4,-4,-4,-4,-4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,2003,7,16.03,48,27,1,3,0,0,0,0,0,0,0,0,0,1,20,2,2,2,2,2,1,2,2,1,2,2,2,2,5,2,2,3,2,2,1,1,2,0,-4,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MN1445,1,2004-01-08,3,1,0,0,22,0,0,0,0,0,0,0,1,0,9,12,6,0,-1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,1,9,2002,7,8.79,35,8,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,2,3,2,5,1,0,0,1,1,1,1,0,-1,1,1700,1,2,0,-1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN1446,1,2004-01-08,3,1,0,0,21,1,0,0,0,1,0,0,0,0,1,13,6,1,1,5,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.5,40,-4,0,-1,0,0,0,0,0,0,1,0,0,0,-4,2,2,2,2,2,2,1,5,2,1,1,2,1,5,1,5,3,2,5,3,5,1,0,0,0,0,1,0,0,-1,0,-1,1,3,0,-1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
MN1447,1,2004-01-08,3,0,0,0,55,0,0,1,0,0,0,0,0,0,1,18,1,0,-1,5,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,12,2003,4,18.03,40,52,1,10,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,2,4,5,1,0,0,1,1,1,1,1,0,1,860,1,2,0,-1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN1448,1,2004-01-08,3,0,0,0,55,1,1,0,0,0,0,0,0,0,1,18,3,0,-1,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.04,40,-4,1,4,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,2,2,1,2,3,1,1,2,3,3,5,2,3,1,1,3,1,5,3,0,1,1,1,1,1,1,0,1,480,1,1,0,-1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
MN1449,0,2004-01-08,3,1,1,1,48,1,0,1,0,0,0,0,0,0,1,16,3,1,1,1,6,1,1,0,1,10,56,10,1994,10,1999,0,0,25,0,0,1,1,0,0,1,0,0,0,0,0,1,7,2003,1,16.05,50,27,1,2,0,0,0,0,0,0,0,0,0,1,19,1,1,2,2,3,1,2,5,2,2,2,2,2,4,2,2,2,1,5,1,5,1,0,0,1,1,1,1,1,0,1,1000,1,2,0,-1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN1450,0,2004-01-08,3,1,1,1,23,0,0,1,0,0,0,0,0,0,1,14,2,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.5,40,50,1,2,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,4,1,1,1,1,1,5,2,2,1,1,4,2,5,1,0,0,1,1,1,1,1,0,1,1000,1,2,1,2,0,1,1,1,-1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
MN1451,0,2004-01-08,3,1,1,1,46,1,0,1,0,0,0,0,0,0,1,16,-4,0,-1,3,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,0,0,0,0,1,11,2003,6,34.62,60,-4,1,21,0,0,0,0,0,0,0,0,0,1,6,3,2,1,1,1,1,1,5,1,1,1,1,2,5,1,5,1,2,5,1,5,1,0,-4,1,1,1,1,1,0,0,-1,1,1,0,-1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN1452,0,2004-01-08,3,1,1,1,39,1,0,1,0,0,0,0,0,0,1,13,4,1,2,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.5,40,52,1,2,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,1,1,1,1,2,1,1,1,1,2,4,1,3,3,1,2,2,4,2,0,1,1,1,1,1,1,0,1,750,1,1,1,1,0,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
MN1458,0,2004-01-09,3,0,0,0,36,1,0,0,0,0,1,0,0,0,1,17,4,1,2,1,7,1,1,0,1,0.5,54,11,1988,5,1989,0,0,40,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,40,45,1,8,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,2,5,1,1,1,1,2,5,2,4,2,2,5,1,5,1,0,1,1,1,1,1,1,0,0,-1,1,3,0,-1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MN1459,0,2004-01-09,3,1,0,0,30,1,0,0,0,0,0,0,1,0,9,16,6,0,-1,1,4,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.02,40,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,4,1,2,3,1,5,4,1,1,1,1,1,1,1,0,0,-1,1,1,0,-1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MN1460,0,2004-01-09,3,1,1,1,26,1,0,1,0,0,0,0,0,0,1,16,1,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,12,2003,1,12.98,40,48,1,2,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,3,2,4,1,1,4,1,5,1,0,0,1,1,1,1,1,0,0,-1,1,5,0,-1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
MN1461,0,2004-01-09,3,1,1,1,42,1,0,0,0,1,0,0,0,0,1,11,5,1,3,1,5,1,1,0,1,8,53,8,1994,1,2002,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,8,2003,1,-4,60,31,1,3,0,0,0,0,0,0,0,0,0,1,11,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,1,1,1,-4,1,0,1,1,1,1,1,1,1,0,-1,1,3,0,-1,1,0,0,1,-1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
MN1466,0,2004-01-14,3,0,0,0,31,1,0,0,0,0,0,0,1,0,9,14,2,0,-1,1,5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,4,2003,7,15.38,40,40,-4,-4,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,1,2,2,2,4,1,2,2,2,1,4,2,4,2,2,4,2,4,2,0,1,1,1,1,1,1,0,1,450,0,-1,0,-1,-4,1,1,-4,-4,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN1467,0,2004-01-14,3,1,0,0,40,1,0,0,0,1,0,0,0,0,1,13,2,0,-1,5,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,6,2003,2,10,40,10,0,-1,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,2,1,2,2,1,2,1,1,2,4,2,3,1,3,1,1,5,1,0,1,1,1,1,1,1,1,0,-1,0,-1,0,-1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MN1468,1,2004-01-14,3,1,1,1,50,1,0,1,0,0,0,0,0,0,1,12,3,0,-1,3,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,5,2001,1,-4,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,5,3,3,3,3,2,2,3,3,1,1,2,3,3,2,5,1,1,5,1,5,3,0,0,0,1,1,0,1,1,1,-4,1,3,0,-1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN1469,0,2004-01-14,3,0,0,0,43,0,0,1,0,0,0,0,0,0,15,16,3,1,2,3,3,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4,0,0,1,0,0,0,0,0,1,5,2003,7,21.5,45,6,0,-1,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,5,1,2,4,1,5,1,0,1,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
MN1470,0,2004-01-14,3,1,1,1,56,1,0,1,0,0,0,0,0,0,1,16,7,1,5,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,32,32,1,5,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,2,1,1,1,1,4,5,1,2,1,1,2,1,5,1,0,1,1,1,1,1,1,0,1,1200,1,2,0,-1,0,1,1,1,-1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
MN1471,0,2004-01-14,3,1,1,1,34,1,0,1,0,0,0,0,0,0,1,16,1,0,-1,5,4,1,1,0,1,7,54,1,1998,-4,-4,1,52,60,1,0,1,-4,0,1,0,0,0,0,0,0,1,12,1997,6,-4,60,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,2,1,1,1,1,1,2,1,2,2,4,2,4,2,2,2,1,3,3,5,1,0,0,1,1,1,1,1,0,1,1000,1,2,0,-1,1,1,1,1,-1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN1472,0,2004-01-14,3,1,1,0,34,1,0,1,0,0,0,0,0,0,1,14,2,1,1,5,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,1,11,2003,4,7.33,35,48,1,4,0,0,0,0,1,0,0,0,0,1,2,3,1,1,1,2,3,2,1,2,2,2,2,1,5,2,3,3,2,3,3,5,2,1,1,1,1,1,1,1,1,1,650,1,-4,0,-1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
MN1473,1,2004-01-14,3,1,1,0,51,1,0,0,0,1,0,0,0,0,1,14,2,0,-1,1,2,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,4,2003,9,11,35,16,0,-1,0,1,0,1,1,1,0,0,0,0,-4,1,1,2,1,2,1,1,1,1,1,2,1,3,3,1,4,4,1,3,1,2,3,0,0,0,1,1,0,1,1,1,600,1,3,0,-1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN1474,1,2004-01-14,3,1,1,1,35,0,0,1,0,0,0,0,0,0,1,16,3,1,2,3,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,1,10,2003,1,22.12,40,46,0,-1,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,2,1,1,4,1,2,2,1,2,4,1,3,2,1,5,2,4,1,1,1,1,1,1,1,1,0,0,-1,1,5,1,1,0,1,0,1,-1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
MN1475,1,2004-01-14,3,1,1,1,49,0,0,1,0,0,0,0,0,0,1,13,5,1,2,1,8,1,1,0,1,5,53,10,1999,-4,-4,1,52,25,1,2,1,0,0,1,0,0,0,0,0,0,1,5,2002,6,66.15,25,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,3,2,2,2,4,2,1,1,1,1,5,1,5,1,1,2,2,5,2,0,1,1,1,1,1,1,0,1,600,1,2,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN1476,0,2004-01-14,3,0,0,0,49,1,0,1,0,0,0,0,0,0,1,12,3,0,-1,1,6,1,1,0,1,10,23,1,1989,1,1995,0,0,60,1,-4,0,-1,0,1,0,0,0,0,0,0,1,12,2003,1,22.84,40,52,1,3,0,0,0,0,0,0,0,0,0,1,-4,2,1,1,2,1,1,1,4,1,1,2,1,2,4,2,5,2,1,4,3,5,1,0,0,1,1,1,1,1,0,1,420,1,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MN1477,1,2004-01-14,3,1,0,0,45,1,0,1,0,0,0,0,0,0,1,16,2,1,1,5,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,0,0,0,1,6,2003,1,-4,50,8,0,-1,0,0,0,0,1,0,0,0,0,0,-4,2,1,1,1,2,1,1,3,2,2,2,2,2,5,2,5,1,1,2,2,5,2,1,1,1,1,1,1,1,1,0,-1,1,3,0,-1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
MN1478,0,2004-01-14,4,1,1,1,31,1,0,1,0,0,0,0,0,0,1,15,1,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,9,2003,1,17.31,50,38,0,-1,0,0,0,0,0,0,0,0,0,1,10,1,1,1,1,1,1,1,2,1,2,1,2,2,4,2,2,1,1,5,1,5,1,1,-4,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,1,-1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MN1479,0,2004-01-14,4,1,1,0,57,1,0,1,0,0,0,0,0,0,1,9,2,0,-1,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,11,2003,1,16.15,50,44,1,10,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,2,1,1,1,1,1,2,1,3,5,1,4,1,1,4,1,5,1,0,0,1,1,1,1,1,0,1,1278,1,2,0,-1,0,1,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN1481,1,2004-01-14,3,1,1,1,54,1,0,1,0,0,0,0,0,0,1,16,1,0,-1,3,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,-4,-4,1,17,40,33,1,21,0,0,0,0,0,0,0,0,0,1,-4,3,2,1,1,3,4,4,2,1,2,2,4,4,3,1,4,1,1,2,1,5,4,0,1,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MN1496,0,2004-01-19,3,1,1,1,39,0,0,0,0,1,1,0,0,0,1,18,1,0,-1,5,3,1,1,0,1,1,56,3,2003,-4,-4,1,6,50,1,0,1,1,0,1,1,0,0,0,0,0,1,2,2003,3,15,40,12,1,4,0,0,0,0,0,0,0,0,0,0,38,1,1,1,1,2,1,1,4,1,1,1,1,1,5,1,5,2,1,4,1,5,1,1,1,0,1,1,1,1,0,0,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
MN1497,1,2004-01-19,3,0,0,0,22,1,0,0,0,1,0,0,0,0,1,13,5,1,2,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,30,48,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,3,1,1,3,1,1,5,1,4,1,1,5,1,5,1,0,-4,1,1,1,0,1,1,0,-1,0,-1,0,-1,-4,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN1498,1,2004-01-19,3,1,0,0,40,0,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.09,45,14,1,10,0,0,0,0,0,0,0,0,0,0,26,1,1,1,2,2,2,1,2,1,2,1,1,2,5,2,2,1,1,4,2,4,1,0,1,1,1,1,1,1,0,1,973,1,2,0,-1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MN1499,1,2004-01-19,3,1,1,1,22,1,0,0,0,0,0,0,1,0,9,13,3,1,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,-4,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,2,5,1,1,1,1,1,1,1,0,-1,1,370,1,3,0,-1,0,1,1,1,-1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN1500,1,2004-01-19,3,1,1,1,49,0,0,1,0,0,0,0,0,0,1,16,1,0,-1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,12,2003,3,9,15,42,1,5,0,0,0,0,0,0,0,0,0,1,3,1,1,2,2,3,2,2,5,2,2,1,2,1,5,1,4,2,1,4,1,5,1,0,-4,1,1,1,1,1,0,0,-1,1,5,0,-1,0,0,0,1,-1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
MN1501,1,2004-01-19,3,1,1,1,37,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,0,0,0,0,1,-4,-4,1,36.75,45,40,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,5,2,3,2,1,3,1,5,2,0,0,1,1,1,1,1,0,1,1250,1,2,0,-1,0,1,1,1,-1,-4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MN1502,0,2004-01-19,3,1,1,1,44,1,0,1,0,0,0,0,0,0,1,16,5,1,3,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,7,38.46,60,30,1,8,0,0,0,0,0,0,0,0,0,0,24,1,2,2,2,2,1,1,4,1,1,1,1,2,4,2,2,1,1,5,1,5,1,0,1,1,1,1,1,1,0,1,400,1,2,0,-1,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
MN1503,1,2004-01-19,3,1,0,0,37,0,0,0,0,1,0,0,0,0,1,12,7,1,4,5,1,1,1,0,1,2.1,44,1,2002,-4,-4,1,8,25,0,0,0,-1,0,1,1,0,0,0,0,0,1,7,2003,7,10,40,8,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,4,2,1,2,1,1,4,1,5,2,1,4,1,5,1,0,1,1,1,1,0,1,1,1,100,0,-1,1,2,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
MN1504,1,2004-01-19,3,1,1,1,47,1,0,1,0,0,0,0,0,0,1,14,4,1,2,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,11,2003,4,26.5,45,44,1,10,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,2,5,1,5,1,0,1,1,1,1,1,1,0,1,400,1,2,0,-1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN1505,1,2004-01-19,3,1,1,0,41,1,0,1,0,0,0,0,0,0,1,12,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,11,2003,1,18,40,46,0,-1,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,4,1,1,1,2,2,4,2,4,1,1,4,1,5,1,0,1,1,1,1,1,1,1,1,600,1,2,0,-1,0,1,1,1,-1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN1506,0,2004-01-19,3,1,1,1,56,0,0,1,0,0,0,0,0,0,1,16,3,0,-1,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,12,2003,1,39,42,44,1,5,0,0,0,0,0,0,0,0,0,1,10,2,1,1,1,1,2,1,4,1,2,1,1,2,5,2,5,1,1,2,1,5,1,0,0,1,1,1,1,1,0,1,880,1,2,0,-1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN1507,1,2004-01-19,3,1,1,1,43,1,1,0,0,0,0,0,0,0,1,18,3,1,1,1,3,1,1,0,1,4,54,7,2002,-4,-4,1,52,40,0,0,1,1,0,1,0,0,0,0,0,0,1,6,2002,1,18.27,40,-4,1,3,1,0,0,0,1,0,0,0,0,0,8,1,1,1,1,1,1,1,5,1,2,1,1,1,4,1,5,1,1,5,1,5,1,0,1,1,1,1,1,1,1,0,-1,1,3,1,19,1,1,0,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MN1508,1,2004-01-19,3,1,1,1,44,0,0,1,0,0,0,0,0,0,1,14,3,1,1,1,3,1,1,0,1,1,54,1,2003,-4,-4,1,52,25,0,0,1,0,0,1,0,0,0,0,0,0,1,10,2002,4,14,40,-4,1,1,1,0,0,0,1,0,0,0,0,0,40,1,1,2,2,1,1,1,3,2,3,4,2,2,5,1,2,2,1,2,2,5,2,0,1,1,1,1,1,1,1,0,-1,1,3,1,19,0,1,0,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MN1509,0,2004-01-19,4,1,1,1,44,0,1,0,0,0,0,0,0,0,1,16,3,0,-1,3,3,1,1,0,1,10,72,9,1981,1,1991,0,0,60,1,25,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.6,50,52,1,6,0,0,0,0,0,0,0,0,1,0,6,1,1,1,1,1,1,1,-4,1,1,1,1,1,5,1,4,1,1,3,2,5,1,0,-4,1,1,1,1,1,1,1,400,1,3,0,-1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN1521,1,2004-01-23,3,0,0,0,34,1,0,0,0,0,0,0,1,0,9,16,6,1,4,1,7,0,1,0,1,1,-4,6,2001,7,2002,0,0,50,0,2,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.55,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,1,1,1,1,3,2,1,1,1,2,3,2,2,3,1,4,3,5,2,1,1,1,1,1,1,1,0,1,712,1,1,0,-1,1,1,1,1,-1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
MN1522,0,2004-01-23,3,1,1,1,56,1,0,0,0,0,0,0,1,0,9,16,4,0,-1,1,4,0,1,0,1,2,44,5,1995,6,1997,0,-4,80,1,4,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.83,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,1,1,1,1,1,2,1,1,1,1,4,2,5,1,1,4,1,5,2,0,0,1,1,1,1,0,-1,1,500,1,1,0,-1,1,1,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
